App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Country
Fun Kid Racing,FAMILY,4.0,79667,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"August 3, 2018",3.52,4.2 and up,Canada
Learn to Read with Tommy Turtle,FAMILY,4.0,20763,Varies with device,"5,000,000+",Free,0,Everyone,Educational;Education,"March 6, 2018",3.6.17,2.3 and up,Canada
Frozen Free Fall,FAMILY,4.3,1574204,37M,"50,000,000+",Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,Canada
Nick,FAMILY,4.2,123322,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up,Canada
Thomas & Friends: Race On!,FAMILY,4.1,29319,26M,"5,000,000+",Free,0,Everyone,Casual;Action & Adventure,"May 18, 2018",2.4,4.4 and up,Canada
Mad Libs,FAMILY,4.0,8126,61M,"1,000,000+",Free,0,Everyone,Entertainment;Brain Games,"July 31, 2018",1.1.1,6.0 and up,Canada
Inside Out Thought Bubbles,FAMILY,4.4,623398,58M,"10,000,000+",Free,0,Everyone,Puzzle;Brain Games,"August 31, 2017",1.22.0,4.0.3 and up,Canada
ABCmouse.com,FAMILY,4.3,50887,91M,"5,000,000+",Free,0,Everyone,Education;Education,"July 3, 2018",7.2.0,4.4 and up,Canada
My Little Pony Celebration,FAMILY,4.3,63160,17M,"1,000,000+",Free,0,Everyone,Simulation;Pretend Play,"July 22, 2016",1.0.0,2.3 and up,Canada
Sago Mini Friends,FAMILY,4.4,13155,83M,"1,000,000+",Free,0,Everyone,Education;Pretend Play,"June 16, 2016",1.3,4.0.3 and up,Canada
Thomas & Friends: Delivery,FAMILY,4.2,28737,17M,"1,000,000+",Free,0,Everyone,Casual;Action & Adventure,"February 5, 2016",1.0,2.3 and up,Canada
School of Dragons,FAMILY,4.1,530792,Varies with device,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,"May 30, 2018",Varies with device,Varies with device,Canada
Nasty Goats,FAMILY,4.3,45579,64M,"1,000,000+",Free,0,Everyone,Arcade;Action & Adventure,"April 14, 2016",1.1.0,4.0 and up,Canada
Starfall Free & Member,FAMILY,4.2,19720,41M,"1,000,000+",Free,0,Everyone,Education;Education,"November 7, 2017",1.35.23,4.0 and up,Canada
Animal Jam - Play Wild!,FAMILY,4.6,361970,58M,"5,000,000+",Free,0,Everyone,Casual;Pretend Play,"August 2, 2018",28.0.14,4.1 and up,Canada
Video Editor,FAMILY,4.1,159619,23M,"5,000,000+",Free,0,Everyone,Video Players & Editors;Creativity,"July 17, 2018",6.14.091,4.3 and up,Canada
Real Racing 3,FAMILY,4.5,354384,71M,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure,"July 2, 2018",6.4.0,4.1 and up,Canada
Peak – Brain Games & Training,FAMILY,4.4,272321,Varies with device,"10,000,000+",Free,0,Everyone,Education;Brain Games,"August 3, 2018",3.14.15,5.0 and up,Canada
Minecraft,FAMILY,4.5,2376564,Varies with device,"10,000,000+",Paid,$6.99,Everyone 10+,Arcade;Action & Adventure,"July 24, 2018",1.5.2.1,Varies with device,Canada
Card Wars - Adventure Time,FAMILY,4.3,129603,23M,"1,000,000+",Paid,$2.99,Everyone 10+,Card;Action & Adventure,"February 11, 2016",1.11.0,2.3.3 and up,Canada
Microsoft Word,PRODUCTIVITY,4.5,2084126,Varies with device,"500,000,000+",Free,0,Everyone,Productivity,"July 11, 2018",16.0.10325.20043,4.4 and up,United States
"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.7,536926,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,United States
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016297,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,United States
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24M,"10,000,000+",Free,0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up,United States
Google Drive,PRODUCTIVITY,4.4,2731171,Varies with device,"1,000,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8226,4.1M,"10,000,000+",Free,0,Everyone,Productivity,"July 20, 2018",1.8.4,4.4 and up,United States
Chrome Beta,PRODUCTIVITY,4.4,228794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",68.0.3440.91,Varies with device,United States
Microsoft Outlook,PRODUCTIVITY,4.3,3252896,50M,"100,000,000+",Free,0,Everyone,Productivity,"August 2, 2018",2.2.194,4.4 and up,United States
Google PDF Viewer,PRODUCTIVITY,4.2,226456,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,United States
Microsoft Excel,PRODUCTIVITY,4.5,1079491,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 14, 2018",16.0.10325.20059,4.4 and up,United States
My Claro Peru,PRODUCTIVITY,3.2,11200,11M,"5,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",3.1.1,4.4 and up,United States
Power Booster - Junk Cleaner & CPU Cooler & Boost,PRODUCTIVITY,4.5,9653,5.1M,"1,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",1.2.5,4.1 and up,United States
Google Assistant,PRODUCTIVITY,4.2,58675,1.3M,"10,000,000+",Free,0,Everyone,Productivity,"March 9, 2018",0.1.187945513,5.0 and up,United States
Microsoft OneDrive,PRODUCTIVITY,4.4,1038306,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,United States
Calculator - unit converter,PRODUCTIVITY,4.7,287250,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device,United States
Microsoft OneNote,PRODUCTIVITY,4.4,480643,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 22, 2018",16.0.10325.20024,4.4 and up,United States
Metro name iD,PRODUCTIVITY,4.0,27800,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 10, 2017",Varies with device,Varies with device,United States
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
Archos File Manager,PRODUCTIVITY,4.0,2131,2.3M,"5,000,000+",Free,0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,United States
ES File Explorer File Manager,PRODUCTIVITY,4.6,5383985,16M,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",4.1.8.2.2,4.0 and up,United States
ASUS SuperNote,PRODUCTIVITY,4.5,26559,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"April 14, 2017",Varies with device,Varies with device,United States
HTC File Manager,PRODUCTIVITY,4.2,13500,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device,United States
MyMTN,PRODUCTIVITY,4.0,8550,15M,"1,000,000+",Free,0,Everyone,Productivity,"July 25, 2018",2.1.5,4.0 and up,United States
Dropbox,PRODUCTIVITY,4.4,1861310,61M,"500,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,United States
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6M,"10,000,000+",Free,0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,United States
HTC Calendar,PRODUCTIVITY,3.9,6949,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device,United States
Google Calendar,PRODUCTIVITY,4.2,858208,Varies with device,"500,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
Google Docs,PRODUCTIVITY,4.3,815981,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
ASUS Calling Screen,PRODUCTIVITY,4.2,102451,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"March 15, 2018",Varies with device,Varies with device,United States
lifebox,PRODUCTIVITY,4.2,56403,49M,"5,000,000+",Free,0,Everyone,Productivity,"July 27, 2018",4.0.5,4.4 and up,United States
Yandex.Disk,PRODUCTIVITY,4.4,115072,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"July 31, 2018",Varies with device,Varies with device,United States
Content Transfer,PRODUCTIVITY,4.7,19302,7.2M,"5,000,000+",Free,0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up,United States
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,United States
HTC Mail,PRODUCTIVITY,3.1,6572,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device,United States
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5M,"50,000,000+",Free,0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,United States
MyVodafone (India) - Online Recharge & Pay Bills,PRODUCTIVITY,4.1,1092367,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 4, 2018",8.0.1.0,Varies with device,United States
Microsoft PowerPoint,PRODUCTIVITY,4.5,618798,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 11, 2018",16.0.10325.20043,4.4 and up,United States
Microsoft Translator,PRODUCTIVITY,4.6,209696,49M,"5,000,000+",Free,0,Everyone,Productivity,"June 18, 2018",3.2.258b ae1da5165,4.3 and up,United States
"My Airtel-Online Recharge, Pay Bill, Wallet, UPI",PRODUCTIVITY,4.3,1498393,14M,"50,000,000+",Free,0,Everyone,Productivity,"August 2, 2018",4.3.2.0,4.2 and up,United States
Samsung Notes,PRODUCTIVITY,3.9,15368,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"January 22, 2018",Varies with device,Varies with device,United States
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,United States
Verizon Cloud,PRODUCTIVITY,4.3,185632,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"July 18, 2018",Varies with device,4.4 and up,United States
myAT&T,PRODUCTIVITY,3.7,80847,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"July 18, 2018",Varies with device,5.0 and up,United States
SwiftKey Keyboard,PRODUCTIVITY,4.5,2764964,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 2, 2018",Varies with device,Varies with device,United States
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2M,"1,000,000+",Free,0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,United States
MEGA,PRODUCTIVITY,4.0,549973,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"July 4, 2018",Varies with device,Varies with device,United States
Security & Privacy,PRODUCTIVITY,4.0,212,10.0M,"1,000,000+",Free,0,Everyone,Productivity,"April 26, 2018",5.0.44,4.1 and up,United States
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3M,"500,000+",Free,0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,United States
Loop - Habit Tracker,PRODUCTIVITY,4.7,17955,3.8M,"1,000,000+",Free,0,Everyone,Productivity,"May 23, 2018",1.7.9,4.0.3 and up,United States
"TickTick: To Do List with Reminder, Day Planner",PRODUCTIVITY,4.6,25370,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
Keeper: Free Password Manager & Secure Vault,PRODUCTIVITY,4.2,74146,32M,"10,000,000+",Free,0,Everyone,Productivity,"July 16, 2018",12.1.0,4.4 and up,United States
Pushbullet - SMS on PC,PRODUCTIVITY,4.5,176873,4.5M,"1,000,000+",Free,0,Everyone,Productivity,"October 30, 2017",17.7.20,4.1 and up,United States
Wunderlist: To-Do List & Tasks,PRODUCTIVITY,4.6,404617,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"April 6, 2018",Varies with device,Varies with device,United States
Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,10270,8.4M,"1,000,000+",Free,0,Everyone,Productivity,"March 23, 2018",4.4.1,4.0 and up,United States
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,12M,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",12.8.2,4.4 and up,United States
Cozi Family Organizer,PRODUCTIVITY,4.4,56713,25M,"1,000,000+",Free,0,Everyone,Productivity,"July 5, 2018",9.3.5776,4.1 and up,United States
IFTTT,PRODUCTIVITY,4.3,117255,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298843,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,United States
Trello,PRODUCTIVITY,4.5,72513,12M,"5,000,000+",Free,0,Everyone,Productivity,"July 18, 2018",5.0.1.11068-production,5.0 and up,United States
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,United States
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1M,"10,000,000+",Free,0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,United States
Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,5.0 and up,United States
CM FILE MANAGER HD,PRODUCTIVITY,4.3,144879,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"January 24, 2016",3.5.0,Varies with device,United States
ES File Explorer File Manager,PRODUCTIVITY,4.6,5383971,16M,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",4.1.8.2.2,4.0 and up,United States
Solid Explorer Classic,PRODUCTIVITY,4.5,49794,6.5M,"1,000,000+",Free,0,Everyone,Productivity,"June 17, 2017",1.7.3,2.3 and up,United States
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2M,"50,000,000+",Free,0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,United States
File Explorer,PRODUCTIVITY,4.1,979,720k,"100,000+",Free,0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up,United States
The Maner,PRODUCTIVITY,4.2,53015,2.2M,"5,000,000+",Free,0,Everyone,Productivity,"November 12, 2017",2.2.2,2.3 and up,United States
AndroZip™ FREE File Manager,PRODUCTIVITY,4.2,277794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 7, 2016",Varies with device,Varies with device,United States
Solid Explorer File Manager,PRODUCTIVITY,4.6,67523,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"July 19, 2018",2.5.4,4.1 and up,United States
Smart File Manager,PRODUCTIVITY,4.2,17415,4.1M,"1,000,000+",Free,0,Everyone,Productivity,"July 5, 2018",3.5.9,4.0 and up,United States
Microsoft Word,PRODUCTIVITY,4.5,2084125,Varies with device,"500,000,000+",Free,0,Everyone,Productivity,"July 11, 2018",16.0.10325.20043,4.4 and up,United States
Google Drive,PRODUCTIVITY,4.4,2731211,Varies with device,"1,000,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016305,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,United States
Google PDF Viewer,PRODUCTIVITY,4.2,226456,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,United States
Google Sheets,PRODUCTIVITY,4.3,496399,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
Microsoft Excel,PRODUCTIVITY,4.5,1079616,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 14, 2018",16.0.10325.20059,4.4 and up,United States
Google Docs,PRODUCTIVITY,4.3,815974,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
"Polaris Office - Word, Docs, Sheets, Slide, PDF",PRODUCTIVITY,4.3,549900,60M,"10,000,000+",Free,0,Everyone,Productivity,"July 18, 2018",7.3.30,4.1 and up,United States
Microsoft PowerPoint,PRODUCTIVITY,4.5,618796,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 11, 2018",16.0.10325.20043,4.4 and up,United States
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,1508137,37M,"100,000,000+",Free,0,Everyone,Productivity,"July 30, 2018",11.1.3,4.0 and up,United States
Microsoft OneNote,PRODUCTIVITY,4.4,480640,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 22, 2018",16.0.10325.20024,4.4 and up,United States
Google Calendar,PRODUCTIVITY,4.2,858227,Varies with device,"500,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
Google Slides,PRODUCTIVITY,4.2,244567,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device,United States
Note Everything,PRODUCTIVITY,4.4,57033,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"October 18, 2016",4.2.11,Varies with device,United States
Simple Notepad,PRODUCTIVITY,4.3,12321,713k,"1,000,000+",Free,0,Everyone,Productivity,"December 25, 2016",2.0.1,2.3 and up,United States
Keep My Notes - Notepad & Memo,PRODUCTIVITY,4.6,122424,4.7M,"5,000,000+",Free,0,Everyone,Productivity,"March 16, 2018",1.35.2,2.3.3 and up,United States
Sticky Note + : Sync Notes,PRODUCTIVITY,4.2,21507,6.6M,"1,000,000+",Free,0,Everyone,Productivity,"August 31, 2017",13.4,4.0 and up,United States
Notepad,PRODUCTIVITY,4.2,80581,2.5M,"10,000,000+",Free,0,Everyone,Productivity,"October 16, 2016",2.4,2.3 and up,United States
Squid - Take Notes & Markup PDFs,PRODUCTIVITY,4.2,37204,19M,"1,000,000+",Free,0,Everyone,Productivity,"July 21, 2018",3.4.4.4-GP,4.0 and up,United States
Ultimate Notepad,PRODUCTIVITY,4.0,10643,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"May 19, 2018",Varies with device,Varies with device,United States
Notepad & To do list,PRODUCTIVITY,4.3,226295,4.2M,"10,000,000+",Free,0,Everyone,Productivity,"June 6, 2018",4.3.19,2.3.3 and up,United States
"JotterPad - Writer, Screenplay, Novel",PRODUCTIVITY,4.6,57904,11M,"1,000,000+",Free,0,Everyone,Productivity,"July 1, 2018",12.8.2-pi,4.2 and up,United States
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,United States
Wunderlist: To-Do List & Tasks,PRODUCTIVITY,4.6,404610,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"April 6, 2018",Varies with device,Varies with device,United States
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488397,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,United States
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,United States
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,12M,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",12.8.2,4.4 and up,United States
Microsoft OneNote,PRODUCTIVITY,4.4,480638,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 22, 2018",16.0.10325.20024,4.4 and up,United States
Planning Center Services,PRODUCTIVITY,4.3,5157,Varies with device,"500,000+",Free,0,Everyone,Productivity,"July 31, 2018",Varies with device,Varies with device,United States
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7M,"1,000,000+",Free,0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up,United States
Today Calendar 2017,PRODUCTIVITY,4.2,16349,9.0M,"1,000,000+",Free,0,Everyone,Productivity,"April 25, 2016",4.0.7.3,4.1 and up,United States
To-Do Calendar Planner,PRODUCTIVITY,4.2,30291,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device,United States
New Calendar,PRODUCTIVITY,4.5,25985,6.9M,"1,000,000+",Free,0,Everyone,Productivity,"July 20, 2018",1.0.167,4.0.3 and up,United States
Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,10270,8.4M,"1,000,000+",Free,0,Everyone,Productivity,"March 23, 2018",4.4.1,4.0 and up,United States
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9M,"5,000,000+",Free,0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up,United States
DigiCal Calendar Agenda,PRODUCTIVITY,4.4,133573,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"July 3, 2018",Varies with device,Varies with device,United States
Time Recording - Timesheet App,PRODUCTIVITY,4.6,23393,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"July 12, 2018",Varies with device,Varies with device,United States
Jorte Calendar & Organizer,PRODUCTIVITY,4.3,198051,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"July 30, 2018",Varies with device,Varies with device,United States
Business Calendar 2,PRODUCTIVITY,4.6,102594,15M,"5,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up,United States
